/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/IdentificacaoParlamentar/CodigoParlamentar;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/IdentificacaoParlamentar/CodigoPublicoNaLegAtual;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/IdentificacaoParlamentar/NomeParlamentar;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/IdentificacaoParlamentar/NomeCompletoParlamentar;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/IdentificacaoParlamentar/SexoParlamentar;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/IdentificacaoParlamentar/FormaTratamento;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/IdentificacaoParlamentar/UrlFotoParlamentar;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/IdentificacaoParlamentar/UrlPaginaParlamentar;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/IdentificacaoParlamentar/EmailParlamentar;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/IdentificacaoParlamentar/SiglaPartidoParlamentar;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/IdentificacaoParlamentar/UfParlamentar;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/IdentificacaoParlamentar/MembroMesa;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/IdentificacaoParlamentar/MembroLideranca;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/IdentificacaoParlamentar/Telefones/Telefone/NumeroTelefone;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/IdentificacaoParlamentar/Telefones/Telefone/OrdemPublicacao;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/IdentificacaoParlamentar/Telefones/Telefone/IndicadorFax;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/IdentificacaoParlamentar/Bloco/CodigoBloco;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/IdentificacaoParlamentar/Bloco/NomeBloco;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/IdentificacaoParlamentar/Bloco/NomeApelido;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/IdentificacaoParlamentar/Bloco/DataCriacao;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/Mandato/CodigoMandato;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/Mandato/UfParlamentar;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/Mandato/DescricaoParticipacao;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/Mandato/PrimeiraLegislaturaDoMandato/NumeroLegislatura;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/Mandato/PrimeiraLegislaturaDoMandato/DataInicio;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/Mandato/PrimeiraLegislaturaDoMandato/DataFim;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/Mandato/SegundaLegislaturaDoMandato/NumeroLegislatura;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/Mandato/SegundaLegislaturaDoMandato/DataInicio;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/Mandato/SegundaLegislaturaDoMandato/DataFim;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/Mandato/Suplentes/Suplente/DescricaoParticipacao;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/Mandato/Suplentes/Suplente/CodigoParlamentar;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/Mandato/Suplentes/Suplente/NomeParlamentar;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/Mandato/Exercicios/Exercicio/CodigoExercicio;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/Mandato/Exercicios/Exercicio/DataInicio;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/Mandato/Titular/DescricaoParticipacao;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/Mandato/Titular/CodigoParlamentar;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/Mandato/Titular/NomeParlamentar;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/Mandato/Exercicios/Exercicio/DataFim;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/Mandato/Exercicios/Exercicio/SiglaCausaAfastamento;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/Mandato/Exercicios/Exercicio/DescricaoCausaAfastamento;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/IdentificacaoParlamentar/UrlPaginaParticular;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/Mandato/Exercicios/Exercicio/DataLeitura
"5998";"820";"Daniella Ribeiro";"Daniella Velloso Borges Ribeiro";"Feminino";"Senadora ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5998.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5998";"sen.daniellaribeiro@senado.leg.br";;;;;"33036788";"1";"NÃ£o";;;;;;;;;;;;;;;;;;;;;;;;;;
"5998";"820";"Daniella Ribeiro";"Daniella Velloso Borges Ribeiro";"Feminino";"Senadora ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5998.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5998";"sen.daniellaribeiro@senado.leg.br";;;;;"33036790";"2";"NÃ£o";;;;;;;;;;;;;;;;;;;;;;;;;;
"5998";"820";"Daniella Ribeiro";"Daniella Velloso Borges Ribeiro";"Feminino";"Senadora ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5998.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5998";"sen.daniellaribeiro@senado.leg.br";"PP";"PB";"Sim";"Sim";;;;"346";"Bloco Parlamentar AlianÃ§a";"BLALIANÃ‡A";"2023-03-20";"565";"PB";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"1Âº Suplente";"5996";"Diego Tavares";;;;;;;;;;
"5998";"820";"Daniella Ribeiro";"Daniella Velloso Borges Ribeiro";"Feminino";"Senadora ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5998.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5998";"sen.daniellaribeiro@senado.leg.br";"PP";"PB";"Sim";"Sim";;;;"346";"Bloco Parlamentar AlianÃ§a";"BLALIANÃ‡A";"2023-03-20";"565";"PB";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"2Âº Suplente";"5997";"Nailde Panta";;;;;;;;;;
"5998";"820";"Daniella Ribeiro";"Daniella Velloso Borges Ribeiro";"Feminino";"Senadora ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5998.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5998";"sen.daniellaribeiro@senado.leg.br";"PP";"PB";"Sim";"Sim";;;;"346";"Bloco Parlamentar AlianÃ§a";"BLALIANÃ‡A";"2023-03-20";"565";"PB";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";;;;"2964";"2021-01-22";;;;;;;;
"5998";"820";"Daniella Ribeiro";"Daniella Velloso Borges Ribeiro";"Feminino";"Senadora ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5998.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5998";"sen.daniellaribeiro@senado.leg.br";"PP";"PB";"Sim";"Sim";;;;"346";"Bloco Parlamentar AlianÃ§a";"BLALIANÃ‡A";"2023-03-20";"565";"PB";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";;;;"2898";"2019-02-01";;;;"2020-09-23";"LP ";"LicenÃ§a Particular";;
"5998";"820";"Daniella Ribeiro";"Daniella Velloso Borges Ribeiro";"Feminino";"Senadora ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5998.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5998";"sen.daniellaribeiro@senado.leg.br";"PP";"PB";"Sim";"Sim";;;;"346";"Bloco Parlamentar AlianÃ§a";"BLALIANÃ‡A";"2023-03-20";"565";"PB";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";;;;;;;;;;;;;
"3830";"834";"Davi Alcolumbre";"David Samuel Alcolumbre Tobelem";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3830.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/3830";"sen.davialcolumbre@senado.leg.br";;;;;"33036717";"1";"NÃ£o";;;;;;;;;;;;;;;;;;;;;;;;;;
"3830";"834";"Davi Alcolumbre";"David Samuel Alcolumbre Tobelem";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3830.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/3830";"sen.davialcolumbre@senado.leg.br";;;;;"33036720";"2";"NÃ£o";;;;;;;;;;;;;;;;;;;;;;;;;;
"3830";"834";"Davi Alcolumbre";"David Samuel Alcolumbre Tobelem";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3830.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/3830";"sen.davialcolumbre@senado.leg.br";"UNIÃƒO";"AP";"Sim";"NÃ£o";;;;"358";"Bloco Parlamentar Democracia";"BLDEM";"2025-02-18";"618";"AP";"Titular";"57";"2023-02-01";"2027-01-31";"58";"2027-02-01";"2031-01-31";"1Âº Suplente";"5569";"Josiel";;;;;;;;;;
"3830";"834";"Davi Alcolumbre";"David Samuel Alcolumbre Tobelem";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3830.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/3830";"sen.davialcolumbre@senado.leg.br";"UNIÃƒO";"AP";"Sim";"NÃ£o";;;;"358";"Bloco Parlamentar Democracia";"BLDEM";"2025-02-18";"618";"AP";"Titular";"57";"2023-02-01";"2027-01-31";"58";"2027-02-01";"2031-01-31";"2Âº Suplente";"6347";"Breno";;;;;;;;;;
"3830";"834";"Davi Alcolumbre";"David Samuel Alcolumbre Tobelem";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3830.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/3830";"sen.davialcolumbre@senado.leg.br";"UNIÃƒO";"AP";"Sim";"NÃ£o";;;;"358";"Bloco Parlamentar Democracia";"BLDEM";"2025-02-18";"618";"AP";"Titular";"57";"2023-02-01";"2027-01-31";"58";"2027-02-01";"2031-01-31";;;;"3021";"2023-02-01";;;;;;;;
"5793";"893";"Dr. Hiran";"Hiran Manuel GonÃ§alves da Silva";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5793.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5793";"sen.drhiran@senado.leg.br";"PP";"RR";"NÃ£o";"Sim";"33036251";"1";"NÃ£o";"346";"Bloco Parlamentar AlianÃ§a";"BLALIANÃ‡A";"2023-03-20";"611";"RR";"Titular";"57";"2023-02-01";"2027-01-31";"58";"2027-02-01";"2031-01-31";"1Âº Suplente";"6378";"Jr Rodrigues";;;;;;;;;;
"5793";"893";"Dr. Hiran";"Hiran Manuel GonÃ§alves da Silva";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5793.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5793";"sen.drhiran@senado.leg.br";"PP";"RR";"NÃ£o";"Sim";"33036251";"1";"NÃ£o";"346";"Bloco Parlamentar AlianÃ§a";"BLALIANÃ‡A";"2023-03-20";"611";"RR";"Titular";"57";"2023-02-01";"2027-01-31";"58";"2027-02-01";"2031-01-31";"2Âº Suplente";"6379";"Aline Rezende";;;;;;;;;;
"5793";"893";"Dr. Hiran";"Hiran Manuel GonÃ§alves da Silva";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5793.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5793";"sen.drhiran@senado.leg.br";"PP";"RR";"NÃ£o";"Sim";"33036251";"1";"NÃ£o";"346";"Bloco Parlamentar AlianÃ§a";"BLALIANÃ‡A";"2023-03-20";"611";"RR";"Titular";"57";"2023-02-01";"2027-01-31";"58";"2027-02-01";"2031-01-31";;;;"3027";"2023-02-01";;;;;;;;
"5906";"907";"Dra. EudÃ³cia";"Eudocia Maria Holanda de Araujo Caldas";"Feminino";"Senadora ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5906.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5906";"sen.draeudocia@senado.leg.br";"PSDB";"AL";"NÃ£o";"Sim";"33036083";"1";"NÃ£o";"358";"Bloco Parlamentar Democracia";"BLDEM";"2025-02-18";"537";"AL";"1Âº Suplente";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"2Âº Suplente";"5907";"Henrique Arruda";"3081";"2024-12-29";"Titular";"5905";"Rodrigo Cunha";;;;;
"5906";"907";"Dra. EudÃ³cia";"Eudocia Maria Holanda de Araujo Caldas";"Feminino";"Senadora ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5906.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5906";"sen.draeudocia@senado.leg.br";"PSDB";"AL";"NÃ£o";"Sim";"33036083";"1";"NÃ£o";"358";"Bloco Parlamentar Democracia";"BLDEM";"2025-02-18";"537";"AL";"1Âº Suplente";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"2Âº Suplente";"5907";"Henrique Arruda";"2978";"2022-05-24";"Titular";"5905";"Rodrigo Cunha";"2022-09-21";"RET";"Retorno do titular";;
"5906";"907";"Dra. EudÃ³cia";"Eudocia Maria Holanda de Araujo Caldas";"Feminino";"Senadora ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5906.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5906";"sen.draeudocia@senado.leg.br";"PSDB";"AL";"NÃ£o";"Sim";"33036083";"1";"NÃ£o";"358";"Bloco Parlamentar Democracia";"BLDEM";"2025-02-18";"537";"AL";"1Âº Suplente";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"2Âº Suplente";"5907";"Henrique Arruda";;;"Titular";"5905";"Rodrigo Cunha";;;;;
"4994";"802";"Eduardo Braga";"Carlos Eduardo de Souza Braga";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4994.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/4994";"sen.eduardobraga@senado.leg.br";"MDB";"AM";"NÃ£o";"Sim";"33036230";"1";"NÃ£o";"358";"Bloco Parlamentar Democracia";"BLDEM";"2025-02-18";"521";"AM";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"1Âº Suplente";"5038";"Sandra Braga";;;;;;;;;;
"4994";"802";"Eduardo Braga";"Carlos Eduardo de Souza Braga";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4994.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/4994";"sen.eduardobraga@senado.leg.br";"MDB";"AM";"NÃ£o";"Sim";"33036230";"1";"NÃ£o";"358";"Bloco Parlamentar Democracia";"BLDEM";"2025-02-18";"521";"AM";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"2Âº Suplente";"5935";"Miguel Biango";;;;;;;;;;
"4994";"802";"Eduardo Braga";"Carlos Eduardo de Souza Braga";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4994.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/4994";"sen.eduardobraga@senado.leg.br";"MDB";"AM";"NÃ£o";"Sim";"33036230";"1";"NÃ£o";"358";"Bloco Parlamentar Democracia";"BLDEM";"2025-02-18";"521";"AM";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";;;;"2893";"2019-02-01";;;;;;;;
"5976";"826";"Eduardo GirÃ£o";"Luis Eduardo Grangeiro GirÃ£o";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5976.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5976";"sen.eduardogirao@senado.leg.br";;;;;"33036677";"1";"NÃ£o";;;;;;;;;;;;;;;;;;;;;;;;;"https://www.eduardogirao.com.br/home";
"5976";"826";"Eduardo GirÃ£o";"Luis Eduardo Grangeiro GirÃ£o";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5976.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5976";"sen.eduardogirao@senado.leg.br";;;;;"33036678";"2";"NÃ£o";;;;;;;;;;;;;;;;;;;;;;;;;"https://www.eduardogirao.com.br/home";
"5976";"826";"Eduardo GirÃ£o";"Luis Eduardo Grangeiro GirÃ£o";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5976.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5976";"sen.eduardogirao@senado.leg.br";;;;;"33036679";"3";"NÃ£o";;;;;;;;;;;;;;;;;;;;;;;;;"https://www.eduardogirao.com.br/home";
"5976";"826";"Eduardo GirÃ£o";"Luis Eduardo Grangeiro GirÃ£o";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5976.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5976";"sen.eduardogirao@senado.leg.br";"NOVO";"CE";"NÃ£o";"Sim";;;;"357";"Bloco Parlamentar Vanguarda";"BLVANG";"2025-02-03";"557";"CE";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"1Âº Suplente";"5974";"Sargento Reginaldo";;;;;;;;;"https://www.eduardogirao.com.br/home";
"5976";"826";"Eduardo GirÃ£o";"Luis Eduardo Grangeiro GirÃ£o";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5976.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5976";"sen.eduardogirao@senado.leg.br";"NOVO";"CE";"NÃ£o";"Sim";;;;"357";"Bloco Parlamentar Vanguarda";"BLVANG";"2025-02-03";"557";"CE";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"2Âº Suplente";"5975";"Dr. GuimarÃ£es";;;;;;;;;"https://www.eduardogirao.com.br/home";
"5976";"826";"Eduardo GirÃ£o";"Luis Eduardo Grangeiro GirÃ£o";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5976.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5976";"sen.eduardogirao@senado.leg.br";"NOVO";"CE";"NÃ£o";"Sim";;;;"357";"Bloco Parlamentar Vanguarda";"BLVANG";"2025-02-03";"557";"CE";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";;;;"2920";"2019-02-01";;;;;;;"https://www.eduardogirao.com.br/home";
"3777";"872";"Eduardo Gomes";"Carlos Eduardo Torres Gomes";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3777.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/3777";"sen.eduardogomes@senado.leg.br";;;;;"33036349";"1";"NÃ£o";;;;;;;;;;;;;;;;;;;;;;;;;;
"3777";"872";"Eduardo Gomes";"Carlos Eduardo Torres Gomes";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3777.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/3777";"sen.eduardogomes@senado.leg.br";;;;;"33036352";"2";"NÃ£o";;;;;;;;;;;;;;;;;;;;;;;;;;
"3777";"872";"Eduardo Gomes";"Carlos Eduardo Torres Gomes";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3777.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/3777";"sen.eduardogomes@senado.leg.br";"PL";"TO";"Sim";"NÃ£o";;;;"357";"Bloco Parlamentar Vanguarda";"BLVANG";"2025-02-03";"568";"TO";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"1Âº Suplente";"6005";"Siqueira Campos";;;;;;;;;;
"3777";"872";"Eduardo Gomes";"Carlos Eduardo Torres Gomes";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3777.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/3777";"sen.eduardogomes@senado.leg.br";"PL";"TO";"Sim";"NÃ£o";;;;"357";"Bloco Parlamentar Vanguarda";"BLVANG";"2025-02-03";"568";"TO";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"2Âº Suplente";"6006";"Ogari Pacheco";;;;;;;;;;
"3777";"872";"Eduardo Gomes";"Carlos Eduardo Torres Gomes";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3777.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/3777";"sen.eduardogomes@senado.leg.br";"PL";"TO";"Sim";"NÃ£o";;;;"357";"Bloco Parlamentar Vanguarda";"BLVANG";"2025-02-03";"568";"TO";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";;;;"2998";"2022-11-11";;;;;;;;
"3777";"872";"Eduardo Gomes";"Carlos Eduardo Torres Gomes";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3777.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/3777";"sen.eduardogomes@senado.leg.br";"PL";"TO";"Sim";"NÃ£o";;;;"357";"Bloco Parlamentar Vanguarda";"BLVANG";"2025-02-03";"568";"TO";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";;;;"2947";"2019-08-15";;;;"2022-07-18";"LCS";"LicenÃ§a com convocaÃ§Ã£o de suplente (sup 120 dias)";;"2019-08-15"
"3777";"872";"Eduardo Gomes";"Carlos Eduardo Torres Gomes";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3777.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/3777";"sen.eduardogomes@senado.leg.br";"PL";"TO";"Sim";"NÃ£o";;;;"357";"Bloco Parlamentar Vanguarda";"BLVANG";"2025-02-03";"568";"TO";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";;;;"2894";"2019-02-01";;;;"2019-07-12";"AFO";"Afastamento do exercÃ­cio";;"2019-07-12"
"3777";"872";"Eduardo Gomes";"Carlos Eduardo Torres Gomes";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3777.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/3777";"sen.eduardogomes@senado.leg.br";"PL";"TO";"Sim";"NÃ£o";;;;"357";"Bloco Parlamentar Vanguarda";"BLVANG";"2025-02-03";"568";"TO";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";;;;;;;;;;;;;
"4642";"878";"Efraim Filho";"Efraim de AraÃºjo Morais Filho";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4642.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/4642";"sen.efraimfilho@senado.leg.br";;;;;"33035934";"1";"NÃ£o";;;;;;;;;;;;;;;;;;;;;;;;;;
"4642";"878";"Efraim Filho";"Efraim de AraÃºjo Morais Filho";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4642.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/4642";"sen.efraimfilho@senado.leg.br";;;;;"33035931";"2";"NÃ£o";;;;;;;;;;;;;;;;;;;;;;;;;;
"4642";"878";"Efraim Filho";"Efraim de AraÃºjo Morais Filho";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4642.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/4642";"sen.efraimfilho@senado.leg.br";"PL";"PB";"NÃ£o";"NÃ£o";;;;"357";"Bloco Parlamentar Vanguarda";"BLVANG";"2025-02-03";"605";"PB";"Titular";"57";"2023-02-01";"2027-01-31";"58";"2027-02-01";"2031-01-31";"1Âº Suplente";"6366";"AndrÃ© Amaral";;;;;;;;;;
"4642";"878";"Efraim Filho";"Efraim de AraÃºjo Morais Filho";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4642.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/4642";"sen.efraimfilho@senado.leg.br";"PL";"PB";"NÃ£o";"NÃ£o";;;;"357";"Bloco Parlamentar Vanguarda";"BLVANG";"2025-02-03";"605";"PB";"Titular";"57";"2023-02-01";"2027-01-31";"58";"2027-02-01";"2031-01-31";"2Âº Suplente";"6367";"Erik Marinho";;;;;;;;;;
"4642";"878";"Efraim Filho";"Efraim de AraÃºjo Morais Filho";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4642.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/4642";"sen.efraimfilho@senado.leg.br";"PL";"PB";"NÃ£o";"NÃ£o";;;;"357";"Bloco Parlamentar Vanguarda";"BLVANG";"2025-02-03";"605";"PB";"Titular";"57";"2023-02-01";"2027-01-31";"58";"2027-02-01";"2031-01-31";;;;"3071";"2024-10-18";;;;;;;;
"4642";"878";"Efraim Filho";"Efraim de AraÃºjo Morais Filho";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4642.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/4642";"sen.efraimfilho@senado.leg.br";"PL";"PB";"NÃ£o";"NÃ£o";;;;"357";"Bloco Parlamentar Vanguarda";"BLVANG";"2025-02-03";"605";"PB";"Titular";"57";"2023-02-01";"2027-01-31";"58";"2027-02-01";"2031-01-31";;;;"3009";"2023-02-01";;;;"2024-06-19";"LCS";"LicenÃ§a com convocaÃ§Ã£o de suplente (sup 120 dias)";;
"4642";"878";"Efraim Filho";"Efraim de AraÃºjo Morais Filho";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4642.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/4642";"sen.efraimfilho@senado.leg.br";"PL";"PB";"NÃ£o";"NÃ£o";;;;"357";"Bloco Parlamentar Vanguarda";"BLVANG";"2025-02-03";"605";"PB";"Titular";"57";"2023-02-01";"2027-01-31";"58";"2027-02-01";"2031-01-31";;;;;;;;;;;;;
"5718";"806";"Eliziane Gama";"Eliziane Pereira Gama Melo";"Feminino";"Senadora ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5718.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5718";"sen.elizianegama@senado.leg.br";"PSD";"MA";"NÃ£o";"Sim";"33036741";"1";"NÃ£o";"335";"Bloco Parlamentar da ResistÃªncia DemocrÃ¡tica";"BLPRD";"2023-02-01";"542";"MA";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"1Âº Suplente";"674";"Pedro Fernandes";;;;;;;;;;
